http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english,http://www.gasl.org/refbib/Bible_King_James_Version.pdf,english
https://ebible.org/pdf/cmn-cu89t/cmn-cu89t_all.pdf,chinese,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
https://media.ldscdn.org/pdf/lds-scriptures/holy-bible/holy-bible-spa.pdf,spanish,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
https://www.eergex.fr/images/sampledata/stories/Bible.pdf,french,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
http://triggs.djvu.org/djvu-editions.com/BIBLES/DRV/Download.pdf,russian,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
https://www.die-bibel.de/media/articles/pdf/8266.pdf,turkish,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
https://uuriinshuuder.do.am/pdf/HanBible.pdf,korean,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
http://www.arsfloreat.nl/documents/Bijbel.pdf,dutch,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
https://www.liberliber.it/mediateca/libri/b/bibbia/la_sacra_bibbia/pdf/bibbia_la_sacra_bibbia.pdf,italian,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
https://ebible.org/pdf/arb-vd/arb-vd_all.pdf,arabic,http://www.turnbacktogod.com/wp-content/uploads/2011/02/NIV-Bible-PDF.pdf,english
